,gate_estimate_arm0,gate_estimate_arm1,gate_estimate,name,type,recency,delta,num_cells_per_dim,time_block_length,n,T,kappa,true_GATE
0,0.3794645866336617,1.8842781912158606,1.504813604582199,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
1,0.8032632352663226,0.608614629730859,-0.1946486055354636,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
2,0.3819881701119634,1.9013453738937525,1.519357203781789,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
3,0.31131850770622244,2.04102763923373,1.7297091315275077,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
4,0.312970095229387,2.093408266070024,1.780438170840637,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
5,0.597854188723874,1.210786689315573,0.612932500591699,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
6,0.6039251052194864,1.2180223059387525,0.6140972007192661,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
7,0.5636624306886014,1.383294864557238,0.8196324338686366,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
8,0.6198265919452215,1.1232640543516412,0.5034374624064197,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
9,0.31050459373594713,2.0898598732701146,1.7793552795341674,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
10,0.3758216189332241,1.887740373029629,1.511918754096405,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
11,0.5062135832203235,1.5340392682760189,1.0278256850556953,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
12,0.3154549013501965,2.101276734674895,1.7858218333246985,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
13,0.5315292000887645,1.3717203761929149,0.8401911761041504,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
14,0.6865653811127607,0.9490166586392691,0.26245127752650843,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
15,0.44232253461370236,1.7285903327556582,1.286267798141956,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
16,0.4767044793013914,1.6336257831271428,1.1569213038257513,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
17,0.4331258614495497,1.666813985494655,1.2336881240451054,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
18,0.537473728934401,1.3705715162820027,0.8330977873476016,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
19,0.25970291449028515,2.2789017338521966,2.0191988193619115,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
20,0.5434279062953434,1.3937233963376852,0.8502954900423417,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,600,100,10000,0.2,1.0121036393762477
