,gate_estimate_arm0,gate_estimate_arm1,gate_estimate,name,type,burn-in,n,T,num_cells_per_dim,time_block_length,kappa,true_GATE
0,0.5284892493205638,1.4217353317747845,0.8932460824542207,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
1,0.530647700141354,1.441426597353709,0.910778897212355,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
2,0.525983360379945,1.4488840428117635,0.9229006824318186,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
3,0.5197178379047555,1.4340352752713539,0.9143174373665984,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
4,0.5261680772711723,1.3496540641204868,0.8234859868493145,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
5,0.5356330357252097,1.3981166871274193,0.8624836514022096,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
6,0.5242275941996947,1.352150740478973,0.8279231462792783,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
7,0.5299471496206569,1.4080431894150855,0.8780960397944286,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
8,0.5337812722581691,1.4402616773630497,0.9064804051048806,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
9,0.5190797145871702,1.4508213454382979,0.9317416308511277,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
10,0.5244734214747496,1.4198764883780923,0.8954030669033427,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
11,0.5261553492622536,1.4167101280050167,0.8905547787427631,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
12,0.5220428485024382,1.4189156667371843,0.8968728182347461,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
13,0.527726430337218,1.4298703158715995,0.9021438855343815,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
14,0.524198463314842,1.3896581514443074,0.8654596881294654,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
15,0.5293200823655135,1.4339948316284743,0.9046747492629608,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
16,0.5228173797825578,1.3666354438880361,0.8438180641054783,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
17,0.5302882332262184,1.4262870168008654,0.895998783574647,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
18,0.5355351905760606,1.418152393240655,0.8826172026645944,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
19,0.5194754884520084,1.4468237687601038,0.9273482803080954,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
20,0.5242055974094856,1.3623918549019398,0.8381862574924542,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
21,0.5380136897503652,1.4234818597458159,0.8854681699954506,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
22,0.5201626615118629,1.414360455346474,0.8941977938346111,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
23,0.5241232592189362,1.4663628332149252,0.942239573995989,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
24,0.5288215867885876,1.4191508093205487,0.8903292225319611,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
25,0.5250670470031039,1.4076774188983652,0.8826103718952613,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
26,0.5228867264262784,1.427471070869651,0.9045843444433725,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
27,0.5352827639909651,1.4390141223288868,0.9037313583379217,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
28,0.5318108351340057,1.462909185256809,0.9310983501228033,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
29,0.5235645351624533,1.4049250307900152,0.8813604956275619,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
30,0.5314702325022027,1.4631709923504819,0.9317007598482792,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
31,0.5302425673447928,1.4294223878671926,0.8991798205223998,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
32,0.5262099059731886,1.4644830486070042,0.9382731426338156,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
33,0.5327319715496324,1.4098296025009038,0.8770976309512715,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
34,0.5294741903828413,1.4359452007346067,0.9064710103517655,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
35,0.5349592772080062,1.434573469491806,0.8996141922837998,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
36,0.5329107422466974,1.3947413890973188,0.8618306468506214,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
37,0.5220916715591388,1.3774294310420439,0.855337759482905,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
38,0.5321323054781923,1.434908317309085,0.9027760118308927,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
39,0.5328809843876096,1.3942719599386568,0.8613909755510473,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
40,0.5335329604827223,1.4423556485437925,0.9088226880610702,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
41,0.5260052630967265,1.4155367878144827,0.8895315247177562,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
42,0.5187779773295506,1.363783486994029,0.8450055096644785,Diff-Means(burn-in=5),DM,5,100,10000,1,400,0.2,1.0121036393762477
