,gate_estimate_arm0,gate_estimate_arm1,gate_estimate,name,type,recency,delta,num_cells_per_dim,time_block_length,n,T,burn-in,frac_param,kappa,true_GATE
0,0.5395361990885321,0.7976500792854023,0.2581138801968702,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
1,0.5560053735085422,0.7767685153979336,0.2207631418893914,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
2,0.528749548858808,0.7860195072652849,0.25726995840647693,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
3,0.556786366145445,0.7766660747539201,0.21987970860847517,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
4,0.5288802928772537,0.8182644177936579,0.2893841249164042,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
5,0.553123351908525,0.7746796049455976,0.2215562530370726,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
6,0.5711334748421094,0.8159620050233318,0.24482853018122241,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
7,0.5671671574820427,0.7680822597070966,0.20091510222505393,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
8,0.5295543299208468,0.8276622520043464,0.29810792208349957,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
9,0.5707886674574124,0.7854060442328582,0.2146173767754458,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
10,0.5728905617792274,0.7822619640331115,0.20937140225388418,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
11,0.5797987896916116,0.8205159866163547,0.24071719692474314,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
12,0.56985031161499,0.8124465370908949,0.24259622547590487,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
13,0.5629585297682492,0.7939281592948456,0.2309696295265964,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
14,0.5125139946880931,0.81234738179643,0.29983338710833685,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
15,0.5381063227373282,0.7838049868906731,0.24569866415334496,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
16,0.537628855717675,0.865736615164876,0.32810775944720094,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
17,0.5539948005124711,0.7932497057852401,0.23925490527276905,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
18,0.5438012980410359,0.8226425955084411,0.27884129746740516,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
19,0.5629370989763708,0.808211418509794,0.24527431953342327,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
20,0.5601518865421677,0.8112194343863166,0.25106754784414886,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
21,0.5179092894493005,0.8373415838449425,0.319432294395642,"Horvitz-Thompson(recency=5.0,delta=0.20)",HT,5.0,0.2,2,20,100,10000,,yes,0.2,1.0121036393762477
