,gate_estimate_arm0,gate_estimate_arm1,gate_estimate,name,type,recency,delta,num_cells_per_dim,time_block_length,n,T,kappa,true_GATE
0,0.5400426740261456,1.3443486991031166,0.804306025076971,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,400,169,10000,0.035,0.9111475905555232
1,0.3761513018743026,1.7794248073290855,1.403273505454783,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,400,169,10000,0.035,0.9111475905555232
2,0.5851024516449259,1.194389076480815,0.609286624835889,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,400,169,10000,0.035,0.9111475905555232
3,0.4189486415724953,1.6195082775334697,1.2005596359609745,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,400,169,10000,0.035,0.9111475905555232
4,0.6202446440981945,1.0683449626238972,0.44810031852570276,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,400,169,10000,0.035,0.9111475905555232
5,0.7090675317380323,0.8507774617184469,0.14170992998041465,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,400,169,10000,0.035,0.9111475905555232
6,0.5032734333482253,1.4087050412867774,0.9054316079385522,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,400,169,10000,0.035,0.9111475905555232
7,0.7032575832891506,0.8318042313499168,0.1285466480607662,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,400,169,10000,0.035,0.9111475905555232
8,0.33868758442340746,1.8943069166968682,1.5556193322734608,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,400,169,10000,0.035,0.9111475905555232
9,0.6274391479349847,1.064195641505316,0.4367564935703313,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,400,169,10000,0.035,0.9111475905555232
10,0.3784498689638889,1.79026534963758,1.4118154806736911,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,400,169,10000,0.035,0.9111475905555232
11,0.5390410295292868,1.3129995003589525,0.7739584708296657,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,400,169,10000,0.035,0.9111475905555232
12,0.5408805259301079,1.3030600230913174,0.7621794971612095,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,400,169,10000,0.035,0.9111475905555232
13,0.3350969994113675,1.9042215638286715,1.569124564417304,"Horvitz-Thompson(recency=5,delta=0.20)",HT,5,0.2,1,400,169,10000,0.035,0.9111475905555232
