,gate_estimate_arm0,gate_estimate_arm1,gate_estimate,name,type,recency,delta,num_cells_per_dim,time_block_length,n,T,burn-in,frac_param,kappa,true_GATE
0,0.4973238268138352,1.4386327654850128,0.9413089386711777,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
1,0.4980113692835678,1.6347971190145738,1.1367857497310059,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
2,0.5721662589567931,1.3260816959793706,0.7539154370225776,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
3,0.6658672873500199,1.1849565384595377,0.5190892511095179,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
4,0.439086128792604,1.7095224249996757,1.2704362962070717,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
5,0.5982041780479177,1.1275020659272208,0.5292978878793031,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
6,0.5607991771727858,1.1787442598426623,0.6179450826698765,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
7,0.4291191689724477,1.5629350132647835,1.1338158442923358,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
8,0.5978466008382831,1.022680728557639,0.4248341277193558,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
9,0.4195890433708034,1.4948673744269052,1.0752783310561018,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
10,0.519615886200796,1.2065417603998758,0.6869258741990798,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
11,0.5192922910763318,1.474550896045281,0.9552586049689491,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
12,0.42677546507244146,1.9183703837283055,1.491594918655864,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
13,0.38361953283505107,1.6424096274894442,1.258790094654393,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
14,0.6036700616613585,1.3367744148231884,0.7331043531618299,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
15,0.45611909559906383,1.42869692445131,0.9725778288522461,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
16,0.4761741638972724,1.338405436935701,0.8622312730384286,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
17,0.5275085986951584,1.7019876623015349,1.1744790636063764,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
18,0.45088138903539093,1.387545113931432,0.9366637248960412,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
19,0.5690719694364526,1.3048296314236083,0.7357576619871558,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
20,0.6384186593978053,1.484083755448674,0.8456650960508688,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
21,0.49191162157900603,1.8120917860656451,1.320180164486639,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
22,0.5583817894322838,1.1687209215009546,0.6103391320686709,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
23,0.5340913121379808,1.3858698535166347,0.8517785413786539,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
24,0.5332028967427229,1.4337905457723068,0.9005876490295839,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
25,0.5693065369906875,1.0950928401112618,0.5257863031205744,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
26,0.8138992907758097,1.0416968824433035,0.2277975916674938,"Horvitz-Thompson(recency=150.0,delta=0.20)",HT,150.0,0.2,20,600,169,10000,,yes,0.035,0.9111475905555232
