,gate_estimate_arm0,gate_estimate_arm1,gate_estimate,name,type,recency,delta,num_cells_per_dim,time_block_length,n,T,burn-in,frac_param,kappa,true_GATE
0,0.5115697088696936,1.0312469829491935,0.5196772740794999,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
1,0.4240958752637724,1.6900519865800803,1.2659561113163078,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
2,0.49417573013427674,1.2035047504997245,0.7093290203654478,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
3,0.5026999689829,1.1740121081313848,0.6713121391484848,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
4,0.605681285957178,0.9467961989555073,0.3411149129983293,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
5,0.4392485249803739,1.2349367988997237,0.7956882739193498,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
6,0.5172069211663054,1.2575591654161242,0.7403522442498188,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
7,0.3991616798016491,1.5686925060455095,1.1695308262438604,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
8,0.47343701437744534,1.8815428072469318,1.4081057928694865,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
9,0.40489886797333025,1.4746702410431571,1.0697713730698268,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
10,0.5178624426780184,1.5775552510277873,1.059692808349769,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
11,0.6109530534764367,1.2889779817328615,0.6780249282564248,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
12,0.4409338724451165,1.6116767805148466,1.1707429080697302,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
13,0.3162510581081855,2.276834572555284,1.9605835144470987,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
14,0.7441086605121863,1.239826631284575,0.49571797077238866,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
15,0.5246473006312251,1.155561154921374,0.6309138542901489,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
16,0.343678683484142,1.8832727140444252,1.5395940305602833,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
17,0.6505998251345596,1.015654127530581,0.36505430239602144,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
18,0.47562771097580103,1.297885881425982,0.8222581704501809,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
19,0.4009078673491325,1.4137327056584361,1.0128248383093037,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
20,0.8640240529860096,0.8685562284118449,0.004532175425835283,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
21,0.48995859751548215,1.622454164459217,1.1324955669437349,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
22,0.4985890063891083,1.3377549033705247,0.8391658969814164,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
23,0.47520721381983144,1.3878665849493428,0.9126593711295113,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
24,0.6251365826350549,1.1401218237293353,0.5149852410942805,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
25,0.6625356313397619,1.1405647918466968,0.4780291605069349,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
26,0.5160845785075647,1.82108070956849,1.3049961310609253,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
27,0.5029393471913534,1.3225980945110063,0.8196587473196529,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
28,0.5038066090133774,1.4997570194409844,0.995950410427607,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
29,0.39414915325699873,2.1434145298291094,1.7492653765721107,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
30,0.5126444779752851,1.4679412502720965,0.9552967722968114,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
31,0.38857948660558916,1.7203929743943718,1.3318134877887826,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
32,0.6152515405284564,1.1299591730564762,0.5147076325280198,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
33,0.3731211612353936,1.175722142187942,0.8026009809525485,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
34,0.5334960886753066,1.0217146649787026,0.48821857630339593,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
35,0.5989051575077975,1.1112722680755145,0.512367110567717,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
36,0.45780151383279,1.3966992013050745,0.9388976874722845,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
37,0.40378285578251727,1.4521364042252205,1.0483535484427033,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
38,0.5581252571428692,1.7798688917258279,1.2217436345829586,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
39,0.7459902169025653,1.2172977171145245,0.4713075002119592,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
40,0.5154504745089147,1.1789169575085043,0.6634664829995897,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
41,0.3768008921586685,1.404329209870601,1.0275283177119325,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
42,0.6992824761898376,1.2483943128075035,0.5491118366176658,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
43,0.4215561690905354,1.2413370472342535,0.8197808781437181,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
44,0.27395161249501915,2.079664982571214,1.8057133700761947,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
45,0.40782361107243065,1.634998131008153,1.2271745199357222,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
46,0.4079791641776977,1.769978161072548,1.3619989968948503,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
47,0.34385534156521075,1.4728087972524575,1.1289534556872467,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
48,0.4960704314995929,1.3388843063138411,0.8428138748142482,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
49,0.5417544046548696,1.784502975760455,1.2427485711055852,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
50,0.5752222319995802,0.979760199029519,0.4045379670299388,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
51,0.6199294829014613,1.0206258870856988,0.40069640418423746,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
52,0.3247720458881071,2.1358776598502507,1.8111056139621435,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
53,0.7473148130780557,1.0328758544496421,0.28556104137158644,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
54,0.5399081599577369,1.2713334857674863,0.7314253258097494,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
55,0.4843133608003448,1.3873428820979836,0.9030295212976388,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
56,0.5292600661563719,1.7371693613440928,1.2079092951877208,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
57,0.4360746654723388,1.8129083837039368,1.376833718231598,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
58,0.44973495888658493,1.3602467710641821,0.9105118121775972,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
59,0.5787885967543309,1.2786239910446244,0.6998353942902935,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
60,0.4827680338516206,1.689064604670331,1.2062965708187106,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
61,0.6920903198943317,1.372868886459045,0.6807785665647134,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
62,0.5519510833933293,1.1735383904159542,0.6215873070226249,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
63,0.41056812723274316,2.1512733634666446,1.7407052362339015,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
64,0.5023164278573896,1.398778871638802,0.8964624437814125,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
65,0.5621511822265883,1.288167226254144,0.7260160440275556,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
66,0.39412865837811845,1.5922905439265664,1.198161885548448,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
67,0.4454036117540153,1.3802825373719094,0.9348789256178941,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
68,0.49043599247954395,1.1320526555221275,0.6416166630425836,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
69,0.49290622499303804,1.2273100195506672,0.7344037945576292,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
70,0.4917359640632137,1.04610335164453,0.5543673875813162,"Horvitz-Thompson(recency=250.0,delta=0.20)",HT,250.0,0.2,16,1000,169,10000,,yes,0.035,0.9111475905555232
